Season_Number,Startup_Name,Episode_Number,Pitch_Number,Season_Start,Season_End,Anchor,Industry,Business_Description,Started_in,Number_of_Presenters,Male_Presenters,Female_Presenters,Transgender_Presenters,Couple_Presenters,Pitchers_Average_Age,Pitchers_City,Pitchers_State,Yearly_Revenue(in_lakhs),Monthly_Sales(in_lakhs),Original_Ask_Amount,Original_Offered_Equity(in_%),Valuation_Requested(in_lakhs),Received_Offer,Accepted_Offer,Total_Deal_Amount(in_lakhs),Total_Deal_Equity(%),Number_of_Sharks_in_Deal,Namita_Investment_Amount(in lakhs),Vineeta_Investment_Amount(in_lakhs),Anupam_Investment_Amount(in_lakhs),Aman_Investment_Amount(in_lakhs),Peyush_Investment_Amount((in_lakhs),Amit_Investment_Amount(in_lakhs),Ashneer_Investment_Amount,Namita_Present,Vineeta_Present,Anupam_Present,Aman_Present,Peyush_Present,Amit_Present,Ashneer_Present
2,AtypicalAdvantage,8,174,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,Platform for persons with disabilities,Not Mentioned,1,1,0,0,0,Middle,Jamshedpur,Jharkhand,Not Mentioned,Not Mentioned,30,1,3000,Yes,Yes,30,3,2,15,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,HouseOfChikankari,8,175,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,HANDMADE BY ARTISANS OF LUCKNOW,2020,2,0,2,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,75,1,7500,Yes,Yes,75,3.75,2,0,0,0,37.5,37.5,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,MagicOfMemories,8,176,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,DNA Jewllery,Not Mentioned,1,0,1,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,25,5,500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Paradyes,9,177,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Semi Permanent Hair Color,2020,2,1,1,0,1,Young,Ahmedabad,Gujarat,350,Not Mentioned,65,1,6500,Yes,Yes,65,2,2,0,32.5,0,32.5,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Nestroots,9,178,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,"House of design, aesthetics and elegance",Not Mentioned,1,0,1,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,50,1,5000,Yes,Yes,50,2,1,50,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Zillionaire,10,179,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Unique styles of stones and jewels,Not Mentioned,2,2,0,0,0,Young,Jaipur,Rajasthan,100,Not Mentioned,50,3.3,1515.151515,Yes,Yes,100,10,1,0,0,100,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Credmate,10,180,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,Platform for credit score,Not Mentioned,2,2,0,0,0,Middle,Ludhiana,Punjab,Not Mentioned,130,50,5,1000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Freebowler,10,181,2023-01-02,2023-03-10,Rahul Dua,Sports,Non-Electric & Portable Bowling Machines,Not Mentioned,2,2,0,0,0,Middle,Bangalore,Karnataka,Not Mentioned,Not Mentioned,75,7.5,1000,Yes,Yes,25,7.5,1,25,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,ABCSports&Fitness,11,182,2023-01-02,2023-03-10,Rahul Dua,Sports,Sports training institute,Not Mentioned,2,2,0,0,0,Middle,Pune,Maharashtra,Not Mentioned,Not Mentioned,40,2,2000,Yes,Yes,40,10,1,0,0,0,0,40,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Primebook,11,183,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,Android Apps on Windows laptops,Not Mentioned,4,4,0,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,75,1.5,5000,Yes,Yes,75,3,2,0,0,0,37.5,37.5,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,DailyDump,11,184,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Compost Bins,2006,2,1,1,0,0,Middle,Bangalore,Karnataka,Not Mentioned,Not Mentioned,80,4,2000,Yes,Yes,30,4,1,30,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,GharSoaps,12,185,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Pure Organic Soaps,Not Mentioned,2,2,0,0,0,Middle,Pune,Maharashtra,Not Mentioned,Not Mentioned,60,2,3000,Yes,Yes,60,4,1,0,0,0,60,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Janitri,12,186,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,Pregnancy Monitoring systems,2021,1,1,0,0,0,Middle,Alwar,Rajasthan,Not Mentioned,Not Mentioned,100,2.5,4000,Yes,Yes,100,2.5,1,100,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,JaipurWatchCompany,12,187,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Made in India Imperial Automatic Watches,Not Mentioned,1,1,0,0,0,Middle,Jaipur,Rajasthan,Not Mentioned,Not Mentioned,50,2,2500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,InsideFPV,13,188,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Plug and Fly Drones,Not Mentioned,3,2,1,0,0,Young,Surat,Gujarat,Not Mentioned,Not Mentioned,75,4,1875,Yes,Yes,75,15,4,18.75,0,0,18.75,18.75,18.75,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Angrakhaa,13,189,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Contemporary Indian clothing,Not Mentioned,2,0,2,0,0,Young,Delhi,Delhi,Not Mentioned,Not Mentioned,40,5,800,Yes,Yes,40,20,1,0,0,0,0,0,40,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Diabexy,13,190,2023-01-02,2023-03-10,Rahul Dua,Food,Diabetes Friendly Food Products,2016,2,1,1,0,1,Middle,Gurgaon,Haryana,Not Mentioned,100,150,1,15000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Kyari,14,191,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Smart stick Guardian,2018,2,1,1,0,0,Young,Ghaziabad,Uttar0Pradesh,Not Mentioned,10,51,1,5100,Yes,Yes,51,6,2,0,0,25.5,0,25.5,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,MoppFoods,14,192,2023-01-02,2023-03-10,Rahul Dua,Food,Mad over Parathas Pakodas,Not Mentioned,2,1,1,0,1,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,75,2.25,3333.333333,Yes,Yes,75,5,1,0,0,0,0,0,75,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Econiture,14,193,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Furniture from plastic waste,Not Mentioned,4,4,0,0,0,Middle,Amaravati,Maharashtra,Not Mentioned,Not Mentioned,50,8,625,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Dobiee,15,194,2023-01-02,2023-03-10,Rahul Dua,Food,CANDIES MUSKIEE TOYS,2021,2,2,0,0,0,Middle,Shinde,Maharashtra,Not Mentioned,32,72,2,3600,Yes,Yes,72,6.5,1,0,0,0,0,0,72,0,Yes,No,Yes,Yes,Yes,Yes,No
2,FastBeetle,15,195,2023-01-02,2023-03-10,Rahul Dua,Services,Local courier and parcel service,2019,2,2,0,0,0,Young,Srinagar,Jammu0&0Kashmir,Not Mentioned,25,90,3,3000,Yes,Yes,90,7.5,2,0,0,0,45,45,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Pflow,15,196,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,Disposable uroflowmetry system,2021,2,1,1,0,1,Middle,Dhule,Maharashtra,Not Mentioned,Not Mentioned,60,1,6000,Yes,Yes,60,6,2,30,0,0,0,0,30,0,Yes,No,Yes,Yes,Yes,Yes,No
2,VSMani,16,197,2023-01-02,2023-03-10,Rahul Dua,Food,Coffee and snacks,2020,3,3,0,0,0,Middle,Bangalore,Karnataka,Not Mentioned,63,60,1.5,4000,Yes,Yes,19,1,1,19,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Sepal,16,198,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Bike Accessories,Not Mentioned,2,2,0,0,0,Middle,Hyderabad,Telangana,Not Mentioned,Not Mentioned,50,1,5000,Yes,Yes,50,2,1,0,0,0,0,50,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Solinas,16,199,2023-01-02,2023-03-10,Rahul Dua,Services,"Products organise the management of pipelines,manholes and septic tanks",2020,4,3,1,0,0,Middle,Chennai,Tamil0Nadu,120,Not Mentioned,90,2,4500,Yes,Yes,90,3,2,0,0,45,0,45,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,AvimeeHerbal,17,200,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Ayurveda hair skin products,2021,5,3,2,0,1,Middle,Surat,Gujarat,Not Mentioned,165,280,0.5,56000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,eyenic,17,201,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Eyewear,2017,2,2,0,0,0,Middle,Delhi,Delhi,Not Mentioned,15,75,6,1250,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,ekatra,17,202,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Handmade paper goods,2019,2,0,2,0,0,Middle,Kota,Rajasthan,Not Mentioned,5,40,10,400,Yes,Yes,20,20,2,0,0,0,0,10,10,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Raasa,18,203,2023-01-02,2023-03-10,Rahul Dua,Food,Food karts,2022,1,1,0,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,50,5,1000,Yes,Yes,50,25,1,0,0,50,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,NeoMotion,18,204,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Wheelchairs,2020,3,3,0,0,0,Middle,Chennai,Tamil0Nadu,470,Not Mentioned,100,1,10000,Yes,Yes,100,1,1,0,0,0,0,100,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,licksters,18,205,2023-01-02,2023-03-10,Rahul Dua,Food,Icecreams ice-pops,Not Mentioned,2,1,1,0,1,Middle,Nagpur,Maharashtra,86,14,50,5,1000,Yes,Yes,25,5,1,0,0,0,0,0,25,0,Yes,No,Yes,Yes,Yes,Yes,No
2,Sayonara,18,206,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Petticoat,Not Mentioned,1,1,0,0,0,Middle,Kolkata,West0Bengal,0,Not Mentioned,100,1,10000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No
2,PMV,19,207,2023-01-02,2023-03-10,Rahul Dua,Vehicles/Electrical Vehicles,Personal Mobility Vehicle,2018,1,1,0,0,0,Middle,Mumbai,Maharashtra,0,Not Mentioned,100,1,10000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,SpiceStory,19,208,2023-01-02,2023-03-10,Rahul Dua,Food,Indian Sauces Chutneys,2019,3,2,1,0,0,Middle,Mumbai,Maharashtra,410,57,70,2,3500,Yes,Yes,70,5,1,70,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Bullspree,19,209,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,App to learn stock market basics,Not Mentioned,3,3,0,0,0,Middle,Ahmedabad,Gujarat,Not Mentioned,Not Mentioned,75,1.5,5000,Yes,Yes,75,2.86,2,0,0,0,37.5,37.5,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Snitch,20,210,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Menswear,2020,1,1,0,0,0,Middle,Bangalore,Karnataka,Not Mentioned,Not Mentioned,150,0.5,30000,Yes,Yes,150,1.5,5,30,30,30,30,30,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Portl,20,211,2023-01-02,2023-03-10,Rahul Dua,Services,Portl studio gym,Not Mentioned,3,3,0,0,0,Middle,Hyderabad,Telangana,Not Mentioned,Not Mentioned,150,1,15000,Yes,Yes,150,2.5,3,50,0,0,50,50,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,FatToSlim,20,212,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Diet Plan Weight Loss,Not Mentioned,1,0,1,0,0,Middle,Bangalore,Karnataka,Not Mentioned,14,20,1,2000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,CheeseCake&Co.,21,213,2023-01-02,2023-03-10,Rahul Dua,Food,Cakes Slices,2018,2,1,1,0,1,Middle,Delhi,Delhi,Not Mentioned,194,100,2,5000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Dabble,21,214,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Paints Crayons Brushes,Not Mentioned,2,0,2,0,0,Middle,Bangalore,Karnataka,33,8.7,50,10,500,Yes,Yes,15,10,1,0,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,CloudTailor,21,215,2023-01-02,2023-03-10,Rahul Dua,Services,Custom tailor online,Not Mentioned,3,2,1,0,1,Middle,"Bangalore,Hyderabad","Karnataka,Telangana",Not Mentioned,34,100,1.4,7142.857143,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,BeUnic,21,216,2023-01-02,2023-03-10,Rahul Dua,Services,Platform for LGBTQ+ creators and entrepreneurs,Not Mentioned,3,1,1,1,0,Middle,Noida,Uttar0Pradesh,50,6,100,10,1000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Broomees,22,217,2023-01-02,2023-03-10,Rahul Dua,Services,Helpers homemakers for your home,Not Mentioned,3,2,1,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,80,2,4000,Yes,Yes,100,3,3,33.33,0,0,33.33,33.33,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Ravel,22,218,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Custom Hair Products,2021,1,1,0,0,0,Middle,Amaravati,Maharashtra,Not Mentioned,40,75,2.5,3000,Yes,Yes,75,10,1,0,0,75,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,HoneyVeda,22,219,2023-01-02,2023-03-10,Rahul Dua,Food,Honey in natural nutritious form,Not Mentioned,2,2,0,0,0,Middle,Ahmedabad,Gujarat,53,Not Mentioned,75,7.5,1000,Yes,Yes,50,20,2,0,25,25,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,PadCare,23,220,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Menstrual hygiene disposal solution,Not Mentioned,1,1,0,0,0,Young,Pune,Maharashtra,Not Mentioned,14,50,2,2500,Yes,Yes,100,4,4,25,25,25,0,25,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,SwadeshiBlessings,23,221,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Clay utensils and cookwares,2020,3,1,2,0,0,Middle,Udaipur,Rajasthan,120,28,50,5,1000,Yes,Yes,25,5,2,12.5,12.5,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,OLL,23,222,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,Online Live Learning Skill development classes,Not Mentioned,1,1,0,0,0,Young,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,30,2,1500,Yes,Yes,30,5,2,0,15,0,0,15,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Febris,23,223,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",Not Mentioned,2,2,0,0,0,Middle,Ferozepur,Punjab,110,12,100,2.5,4000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Geeani,24,224,2023-01-02,2023-03-10,Rahul Dua,Vehicles/Electrical Vehicles,Smallest EV tractor,Not Mentioned,3,2,1,0,0,Middle,Ahmedabad,Gujarat,Not Mentioned,Not Mentioned,75,7.5,1000,Yes,Yes,100,10,3,0,33.33,33.33,33.33,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,Amore,24,225,2023-01-02,2023-03-10,Rahul Dua,Food,Gelato Ice Cream Online,Not Mentioned,2,2,0,0,0,Middle,"Hyderabad,Mumbai","Telangana,Maharashtra",Not Mentioned,Not Mentioned,75,4,1875,Yes,Yes,75,7.5,1,0,0,75,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,LeafyAffair,24,226,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Botanical Jewellery,Not Mentioned,1,1,0,0,0,Middle,Bangalore,Karnataka,110,21,50,2.5,2000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,ScrapUncle,25,227,2023-01-02,2023-03-10,Rahul Dua,Services,Sell scrap recyclables online,2020,1,1,0,0,0,Young,Delhi,Delhi,600,Not Mentioned,60,3,2000,Yes,Yes,60,5,1,0,0,0,0,0,60,0,Yes,Yes,Yes,Yes,No,Yes,No
2,SharmaJiKiAata,25,228,2023-01-02,2023-03-10,Rahul Dua,Food,Freshly milled atta,2019,2,1,1,0,0,Middle,Pune,Maharashtra,Not Mentioned,Not Mentioned,40,10,400,Yes,Yes,40,20,1,0,0,40,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,Manetain,25,229,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Curly Hair Care Products,Not Mentioned,2,0,2,0,0,Young,"Cochin,Mumbai","Kerala,Maharashtra",100,12,75,2.5,3000,Yes,Yes,75,10,1,0,0,0,75,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,GavinParis,26,230,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Gender-Neutral Fashion,2022,2,2,0,0,0,Young,Kolkata,West0Bengal,114,Not Mentioned,50,5,1000,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,UnStop,26,231,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,Connecting talent colleges recruiters,2022,1,1,0,0,0,Middle,Delhi,Delhi,1600,Not Mentioned,100,1,10000,Yes,Yes,200,4,4,50,0,50,50,0,50,0,Yes,Yes,Yes,Yes,No,Yes,No
2,BlueTea,26,232,2023-01-02,2023-03-10,Rahul Dua,Food,Ayurvedic Herbal Tea,2018,2,2,0,0,0,Middle,"Faridabad,Kolkata","Haryana,West0Bengal",1000,Not Mentioned,75,1,7500,Yes,Yes,50,3,1,0,0,0,50,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,TheGreenSnack,27,233,2023-01-02,2023-03-10,Rahul Dua,Food,Healthy Snacks Online,2017,2,1,1,0,1,Middle,Mumbai,Maharashtra,Not Mentioned,25,100,2,5000,Yes,Yes,100,8,1,0,100,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,HobbyIndia,27,234,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Online Art & Craft Store,Not Mentioned,3,1,2,0,1,Young,Surat,Gujarat,117,Not Mentioned,50,3,1666.666667,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,Flhexible,27,235,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Composite paper honeycomb panels,2019,2,1,1,0,1,Middle,Jaipur,Rajasthan,16,3.5,50,7.5,666.6666667,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,UpThrust,27,236,2023-01-02,2023-03-10,Rahul Dua,Sports,ESPORTS AND GAMING ORGANISATION,Not Mentioned,2,2,0,0,0,Young,Mumbai,Maharashtra,300,33,75,3,2500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,Zoff,28,237,2023-01-02,2023-03-10,Rahul Dua,Food,Cool Grind Technology Indian Spices,2018,2,2,0,0,0,Middle,Raipur,Chhattisgarh,Not Mentioned,700,100,0.5,20000,Yes,Yes,100,1.25,1,0,0,0,100,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,DesiToys,28,238,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Indian Traditional Toys and Indoor Games,2017,1,0,1,0,0,Middle,Mumbai,Maharashtra,115,20,50,3,1666.666667,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,CloudWorx,28,239,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,NoCode Enterprise Metaverse App Builder,Not Mentioned,1,1,0,0,0,Middle,Bangalore,Karnataka,Not Mentioned,14,40,2,2000,Yes,Yes,40,3.2,2,20,0,20,0,0,0,0,Yes,Yes,Yes,Yes,No,Yes,No
2,Mahantam,29,240,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Tea Glass Washing Machine,Not Mentioned,2,2,0,0,0,Young,Banaskantha,Gujarat,Not Mentioned,Not Mentioned,30,10,300,Yes,Yes,30,20,5,6,6,6,6,6,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,MindPeers,29,241,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,For Mental Strength,Not Mentioned,2,1,1,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,53,1,5300,Yes,Yes,106,2,4,17.66,17.66,0,17.66,53,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Barosi,29,242,2023-01-02,2023-03-10,Rahul Dua,Food,Fresh & pure milk products,2016,1,1,0,0,0,Middle,Pataudi,Haryana,Not Mentioned,42,50,2,2500,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Daryaganj,30,243,2023-01-02,2023-03-10,Rahul Dua,Food,North Indian Cuisine restaurant,Not Mentioned,3,3,0,0,0,Middle,Delhi,Delhi,Not Mentioned,300,90,0.5,18000,Yes,Yes,90,1,1,0,0,0,90,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,DhruvVidyut,30,244,2023-01-02,2023-03-10,Rahul Dua,Vehicles/Electrical Vehicles,Invention converts cycle into an electric cycle,Not Mentioned,1,1,0,0,0,Middle,Delhi,Delhi,Not Mentioned,Not Mentioned,0,0.5,0,Yes,Yes,0,0.5,3,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,CELLBELL,30,245,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Gaming Office Chairs,2019,3,3,0,0,0,Middle,Ulhasnagar,Maharashtra,Not Mentioned,400,90,1.5,6000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Tipayi,31,246,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Balance Bike for Kids,2019,1,1,0,0,0,Young,Pune,Maharashtra,21,0.5,50,10,500,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,DigiQure,31,247,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,Book Doctors Appointments Video Consultation,Not Mentioned,2,2,0,0,0,Middle,Bhopal,Madhya0Pradesh,Not Mentioned,Not Mentioned,40,4,1000,Yes,Yes,40,10,1,40,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Nirmalaya,31,248,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Incense products made from temple flowers,Not Mentioned,3,2,1,0,1,Middle,Delhi,Delhi,Not Mentioned,80,60,1.5,4000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Pabiben,32,249,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Handcrafted products sold directly by artisans,Not Mentioned,2,1,1,0,0,Middle,Ahmedabad,Gujarat,Not Mentioned,Not Mentioned,50,5,1000,Yes,Yes,10,5,1,10,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Homestrap,32,250,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Collection of organizer for home and travelling,Not Mentioned,2,1,1,0,1,Middle,Indore,Madhya0Pradesh,Not Mentioned,Not Mentioned,70,1,7000,Yes,Yes,50,7,1,0,0,50,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,uBreathe,32,251,2023-01-02,2023-03-10,Rahul Dua,Manufacturing,Smart Natural Air Purifier,Not Mentioned,2,2,0,0,0,Middle,Gurgaon,Haryana,Not Mentioned,Not Mentioned,150,7.5,2000,Yes,Yes,50,5,1,50,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Deyor,32,252,2023-01-02,2023-03-10,Rahul Dua,Technology/Software,Chatbot integrated experiential travel website,Not Mentioned,2,2,0,0,0,Middle,Gurgaon,Haryana,Not Mentioned,Not Mentioned,100,1,10000,No,No Offer Received.,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,iMumz,33,253,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,Transforming pregnancy and parenting with app,2020,3,2,1,0,0,Middle,Bangalore,Karnataka,Not Mentioned,Not Mentioned,70,1,7000,Yes,Yes,10,1,1,0,0,0,0,10,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,TheHealthyBinge,33,254,2023-01-02,2023-03-10,Rahul Dua,Food,Assorted Pack Baked Chips,Not Mentioned,2,2,0,0,0,Middle,Pune,Maharashtra,Not Mentioned,11,50,5,1000,Yes,Yes,50,5,2,0,0,0,25,25,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Freakins,33,255,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Fashionable Denim Apparel,Not Mentioned,2,2,0,0,0,Middle,Mumbai,Maharashtra,Not Mentioned,Not Mentioned,70,1,7000,Yes,Yes,50,2.5,1,0,50,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,Perfora,34,256,2023-01-02,2023-03-10,Rahul Dua,Furnishing/Household,Toothpaste Electric Toothbrush,Not Mentioned,2,2,0,0,0,Young,"Ballarpur,Karnal","Haryana,Maharashtra",Not Mentioned,Not Mentioned,80,1,8000,Yes,Yes,80,2.5,3,26.66,26.66,0,0,26.66,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,MidNightAngelsByPC,34,257,2023-01-02,2023-03-10,Rahul Dua,Beauty/Fashion,Lounge & Travel wear,2017,2,0,2,0,0,Middle,Gurgaon,Haryana,180,Not Mentioned,75,6,1250,Yes,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No
2,CureSee,34,258,2023-01-02,2023-03-10,Rahul Dua,Medical/Health,Artificial Intelligence (AI) based vision therapy,2019,3,3,0,0,0,Middle,Gurgaon,Haryana,0,264,40,5,800,Yes,Yes,50,10,1,0,0,0,0,50,0,0,Yes,Yes,Yes,Yes,Yes,No,No
